"trend","number","account","priority","sys_created_on","resolved_at","TTR_seconds","TTR","SLA_Business_Time_seconds","SLA_Business_Time","SLA_Duration_seconds","SLA_Duration","short_description"
"Audit / IG / access investigation","CS1778808","Northampton General Hospital NHS Trust","4 - Low","07/05/2026 11:02:40","07/05/2026 15:58:12","17732","0 days, 4 hrs, 55 mins","9378.0","2 hrs, 36 mins","9378.0","2 hrs, 36 mins","Audit data request for specified patients between time period provided"
"Audit / IG / access investigation","CS1779275","Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust","3 - Medium","07/05/2026 13:54:21","",,"","","","","","'Finish' button greyed out on multiple DEPs "
"Performance / outage / errors","CS1779345","Western Sussex Hospitals NHS Trust","3 - Medium","07/05/2026 14:41:16","11/05/2026 16:09:08","350872","4 days, 1 hrs, 27 mins","6514.0","1 hrs, 48 mins","6514.0","1 hrs, 48 mins","CPIS Failed(JBOSS)"
"DAD / HL7 / interface messaging","CS1779483","Wye Valley NHS Trust","4 - Low","07/05/2026 15:56:42","28/07/2026 02:24:30","7036068","81 days, 10 hrs, 27 mins","","","","","Patient information not coming through from NHS 111; see CS1751046"
"DAD / HL7 / interface messaging","CS1780079","Mid Yorkshire Teaching NHS Trust","4 - Low","08/05/2026 15:31:27","13/05/2026 10:50:28","415141","4 days, 19 hrs, 19 mins","58641.0","16 hrs, 17 mins","290525.0","3 days, 8 hrs, 42 mins","DOD needs adding to Symphony "
"DAD / HL7 / interface messaging","CS1780229","Luton And Dunstable Hospital NHS Foundation Trust","4 - Low","11/05/2026 08:27:24","",,"","","","","","Error on TIE"
"Audit / IG / access investigation","CS1780833","North West Anglia NHS Foundation Trust","4 - Low","11/05/2026 15:45:02","15/05/2026 08:38:58","320036","3 days, 16 hrs, 53 mins","50868.0","14 hrs, 7 mins","222406.0","2 days, 13 hrs, 46 mins","Audit 26-03"
"Audit / IG / access investigation","CS1781276","North Cumbria Integrated Care NHS Foundation Trust","4 - Low","12/05/2026 11:08:35","18/05/2026 15:58:32","535797","6 days, 4 hrs, 49 mins","","","","","Patient Record Audit"
"Audit / IG / access investigation","CS1781289","North Cumbria Integrated Care NHS Foundation Trust","4 - Low","12/05/2026 11:16:39","13/05/2026 16:49:35","106376","1 days, 5 hrs, 32 mins","","","","","Patient Record Audit"
"Audit / IG / access investigation","CS1781743","Mid Yorkshire Teaching NHS Trust","4 - Low","12/05/2026 17:35:43","18/05/2026 10:07:42","491519","5 days, 16 hrs, 31 mins","81072.0","22 hrs, 31 mins","477723.0","5 days, 12 hrs, 42 mins","Urgent - Audit on staff member for an investigation"
"DAD / HL7 / interface messaging","CS1781968","Brighton And Sussex University Hospitals NHS Trust","3 - Medium","13/05/2026 10:41:26","20/05/2026 12:11:46","610220","7 days, 1 hrs, 30 mins","12076.0","3 hrs, 21 mins","12076.0","3 hrs, 21 mins","DAD stopped working"
"Audit / IG / access investigation","CS1782179","Aneurin Bevan University Healthboard","4 - Low","13/05/2026 12:57:39","15/05/2026 16:35:31","185872","2 days, 3 hrs, 37 mins","32201.0","8 hrs, 56 mins","89801.0","1 days, 56 mins","Installer Broken"
"Audit / IG / access investigation","CS1782464","Leeds Teaching Hospitals NHS Trust","3 - Medium","14/05/2026 06:47:14","14/05/2026 10:16:04","12530","0 days, 3 hrs, 28 mins","7066.0","1 hrs, 57 mins","11432.0","3 hrs, 10 mins","Domestic abuse audit"
"DAD / HL7 / interface messaging","CS1782465","Wye Valley NHS Trust","2 - High","14/05/2026 06:51:03","14/05/2026 08:30:28","5965","0 days, 1 hrs, 39 mins","","","","","Dad Restart"
"DAD / HL7 / interface messaging","CS1782479","Wye Valley NHS Trust","2 - High","14/05/2026 07:58:58","14/05/2026 08:21:26","1348","0 days, 0 hrs, 22 mins","","","","","Need DAD restart "
"Audit / IG / access investigation","CS1783146","Luton And Dunstable Hospital NHS Foundation Trust","4 - Low","15/05/2026 01:18:58","15/05/2026 16:31:50","54772","0 days, 15 hrs, 12 mins","30710.0","8 hrs, 31 mins","54772.0","15 hrs, 12 mins","User deleted AE Episode - ED-26-040592-1"
"Audit / IG / access investigation","CS1783560","Cumbria Teaching PCT","3 - Medium","15/05/2026 13:04:03","19/05/2026 12:06:58","342175","3 days, 23 hrs, 2 mins","","","","","Password complexity special character"
"Audit / IG / access investigation","CS1783796","Aneurin Bevan University Healthboard","3 - Medium","15/05/2026 15:58:32","15/05/2026 16:29:49","1877","0 days, 0 hrs, 31 mins","1877.0","31 mins","1877.0","31 mins","TEST DAD Configuration"
"Audit / IG / access investigation","CS1783808","Aneurin Bevan University Healthboard","3 - Medium","15/05/2026 16:19:27","15/05/2026 16:25:22","355","0 days, 0 hrs, 5 mins","355.0","5 mins","355.0","5 mins","Test DB (EMIS_SYM_AB_DEV_130526) showing offline"
"DAD / HL7 / interface messaging","CS1784509","South Tees Hospitals NHS Foundation Trust","3 - Medium","18/05/2026 15:41:34","19/05/2026 09:08:18","62804","0 days, 17 hrs, 26 mins","","","","","Restart of Symphony DAD required"
"Performance / outage / errors","CS1784536","Isle Of Wight NHS Trust","4 - Low","18/05/2026 16:06:05","22/05/2026 13:07:54","334909","3 days, 21 hrs, 1 mins","","","","","Blank pages when scanning"
"DAD / HL7 / interface messaging","CS1784855","Aneurin Bevan University Healthboard","4 - Low","19/05/2026 10:52:00","29/07/2026 15:48:09","6152169","71 days, 4 hrs, 56 mins","","","","","GP Surgeries Not Pulling From WPAS"
"Performance / outage / errors","CS1785266","North Cumbria Integrated Care NHS Foundation Trust","3 - Medium","19/05/2026 16:12:11","02/06/2026 13:31:23","1199952","13 days, 21 hrs, 19 mins","","","","","Slow performance issues across sites and difficulty with log on"
"DAD / HL7 / interface messaging","CS1786243","Brighton And Sussex University Hospitals NHS Trust","3 - Medium","21/05/2026 11:27:43","08/07/2026 09:51:50","4141447","47 days, 22 hrs, 24 mins","706807.0","8 days, 4 hrs, 20 mins","2838007.0","32 days, 20 hrs, 20 mins","DAD Message delays from locked records and occasional ntdll errors."
"DAD / HL7 / interface messaging","CS1786278","Brighton And Sussex University Hospitals NHS Trust","2 - High","21/05/2026 11:57:23","21/05/2026 13:01:21","3838","0 days, 1 hrs, 3 mins","1967.0","32 mins","1967.0","32 mins","Our DAD has gone down"
"DAD / HL7 / interface messaging","CS1786626","Brighton And Sussex University Hospitals NHS Trust","3 - Medium","21/05/2026 20:51:07","28/05/2026 14:56:34","583527","6 days, 18 hrs, 5 mins","5615.0","1 hrs, 33 mins","49348.0","13 hrs, 42 mins","Messages were queuing specifically 02"
"DAD / HL7 / interface messaging","CS1787155","Bon Secours Hospital Cork","2 - High","22/05/2026 17:33:17","22/05/2026 18:45:30","4333","0 days, 1 hrs, 12 mins","0.0","","4333.0","1 hrs, 12 mins","Patient With MRN 88389 Not Appearing On Symphony EDIS"
"Audit / IG / access investigation","CS1787187","Brighton And Sussex University Hospitals NHS Trust","4 - Low","24/05/2026 11:57:36","29/05/2026 10:34:05","426989","4 days, 22 hrs, 36 mins","38426.0","10 hrs, 40 mins","171770.0","1 days, 23 hrs, 42 mins","DAD was restarted internally last night"
"DAD / HL7 / interface messaging","CS1787222","Brighton And Sussex University Hospitals NHS Trust","4 - Low","26/05/2026 07:38:28","28/05/2026 14:07:00","196112","2 days, 6 hrs, 28 mins","29433.0","8 hrs, 10 mins","91925.0","1 days, 1 hrs, 32 mins","DAD restart"
"Audit / IG / access investigation","CS1787355","Leeds Teaching Hospitals NHS Trust","3 - Medium","26/05/2026 09:55:24","01/06/2026 11:33:28","524284","6 days, 1 hrs, 38 mins","80978.0","22 hrs, 29 mins","167378.0","1 days, 22 hrs, 29 mins","Deceased Account"
"Audit / IG / access investigation","CS1789839","Isle Of Wight NHS Trust","3 - Medium","29/05/2026 08:25:40","02/06/2026 17:56:54","379874","4 days, 9 hrs, 31 mins","","","","","interface stopping intermittently"
"Audit / IG / access investigation","CS1789867","Brighton And Sussex University Hospitals NHS Trust","4 - Low","29/05/2026 09:03:32","10/06/2026 14:50:36","1057624","12 days, 5 hrs, 47 mins","2369.0","39 mins","2369.0","39 mins","DAD went down"
"Audit / IG / access investigation","CS1790413","Health Service Executive","2 - High","29/05/2026 19:30:03","29/05/2026 20:05:04","2101","0 days, 0 hrs, 35 mins","2101.0","35 mins","2101.0","35 mins","RIP patient in a and e right now "
"Audit / IG / access investigation","CS1790814","Norfolk and Norwich University Hospitals NHS Foundation Trust","4 - Low","01/06/2026 11:17:32","15/06/2026 13:35:20","1217868","14 days, 2 hrs, 17 mins","84088.0","23 hrs, 21 mins","375290.0","4 days, 8 hrs, 14 mins","User audit for LW108"
"Audit / IG / access investigation","CS1791131","North West Anglia NHS Foundation Trust","3 - Medium","01/06/2026 14:54:39","03/06/2026 11:25:44","160265","1 days, 20 hrs, 31 mins","7521.0","2 hrs, 5 mins","63967.0","17 hrs, 46 mins","Audit 26-05"
"Audit / IG / access investigation","CS1791277","Betsi Cadwaladr University Healthboard","4 - Low","01/06/2026 17:10:20","02/06/2026 12:42:08","70308","0 days, 19 hrs, 31 mins","10746.0","2 hrs, 59 mins","67726.0","18 hrs, 48 mins","FOI request "
"Audit / IG / access investigation","CS1791632","Kent Community Health NHS Foundation Trust","3 - Medium","02/06/2026 11:38:38","16/06/2026 09:11:55","1200797","13 days, 21 hrs, 33 mins","295550.0","3 days, 10 hrs, 5 mins","597950.0","6 days, 22 hrs, 5 mins","Batch printing error"
"DAD / HL7 / interface messaging","CS1791788","North West Anglia NHS Foundation Trust","3 - Medium","02/06/2026 13:10:02","02/06/2026 14:38:39","5317","0 days, 1 hrs, 28 mins","","","","","Restart jboss/iis/dad"
"DAD / HL7 / interface messaging","CS1792092","North West Anglia NHS Foundation Trust","3 - Medium","03/06/2026 08:36:28","03/06/2026 09:00:35","1447","0 days, 0 hrs, 24 mins","35.0","","1174.0","19 mins","IIS/Jboss/DAD again"
"DAD / HL7 / interface messaging","CS1792623","Northern Lincolnshire And Goole NHS Foundation Trust","3 - Medium","03/06/2026 14:02:04","09/07/2026 10:20:21","3097097","35 days, 20 hrs, 18 mins","725072.0","8 days, 9 hrs, 24 mins","1459472.0","16 days, 21 hrs, 24 mins","Error message on one particular patient"
"DAD / HL7 / interface messaging","CS1793132","Bedford Hospital NHS Trust","4 - Low","04/06/2026 11:10:12","09/06/2026 12:08:11","435479","5 days, 0 hrs, 57 mins","12733.0","3 hrs, 32 mins","12733.0","3 hrs, 32 mins","ED Users report extract"
"Audit / IG / access investigation","CS1793655","Brighton And Sussex University Hospitals NHS Trust","4 - Low","05/06/2026 09:20:07","10/06/2026 14:52:42","451955","5 days, 5 hrs, 32 mins","6836.0","1 hrs, 53 mins","6836.0","1 hrs, 53 mins","DAD restart "
"DAD / HL7 / interface messaging","CS1793711","Brighton And Sussex University Hospitals NHS Trust","4 - Low","05/06/2026 09:59:31","10/06/2026 14:56:03","449792","5 days, 4 hrs, 56 mins","4495.0","1 hrs, 14 mins","4495.0","1 hrs, 14 mins","DAD has gone down again today"
"DAD / HL7 / interface messaging","CS1793793","Mid Yorkshire Teaching NHS Trust","4 - Low","05/06/2026 10:59:16","10/06/2026 14:27:02","444466","5 days, 3 hrs, 27 mins","94606.0","1 days, 2 hrs, 16 mins","440206.0","5 days, 2 hrs, 16 mins","DOD not showing on Symphony "
"Audit / IG / access investigation","CS1794134","North West Anglia NHS Foundation Trust","4 - Low","05/06/2026 15:39:59","10/06/2026 14:52:35","429156","4 days, 23 hrs, 12 mins","83556.0","23 hrs, 12 mins","429156.0","4 days, 23 hrs, 12 mins","Audit 26-06 - Hosp No: DIS0720087 "
"Audit / IG / access investigation","CS1794194","North West Anglia NHS Foundation Trust","4 - Low","05/06/2026 16:33:18","10/06/2026 15:48:36","429318","4 days, 23 hrs, 15 mins","83718.0","23 hrs, 15 mins","429318.0","4 days, 23 hrs, 15 mins","Audit 26-06 - Hosp No: DIS2420066"
"Audit / IG / access investigation","CS1794197","North West Anglia NHS Foundation Trust","4 - Low","05/06/2026 16:37:51","08/06/2026 13:12:29","246878","2 days, 20 hrs, 34 mins","16478.0","4 hrs, 34 mins","246878.0","2 days, 20 hrs, 34 mins","Audit 26-06 - Hosp No: DIS3159398 "
"Audit / IG / access investigation","CS1794199","North West Anglia NHS Foundation Trust","4 - Low","05/06/2026 16:39:42","08/06/2026 13:15:59","246977","2 days, 20 hrs, 36 mins","16577.0","4 hrs, 36 mins","246977.0","2 days, 20 hrs, 36 mins","Audit 26-06 - Hosp No: DIS2198101 "
"Audit / IG / access investigation","CS1794202","North West Anglia NHS Foundation Trust","4 - Low","05/06/2026 16:41:50","10/06/2026 14:15:57","423247","4 days, 21 hrs, 34 mins","58690.0","16 hrs, 18 mins","348715.0","4 days, 51 mins","Audit 26-06 - Hosp No: DIS0794256  "
"Audit / IG / access investigation","CS1794203","North West Anglia NHS Foundation Trust","4 - Low","05/06/2026 16:46:39","10/06/2026 14:14:17","422858","4 days, 21 hrs, 27 mins","58401.0","16 hrs, 13 mins","348684.0","4 days, 51 mins","Audit 26-06 - Hosp No: DIS2377960 "
"DAD / HL7 / interface messaging","CS1794361","Wye Valley NHS Trust","4 - Low","08/06/2026 09:23:57","11/06/2026 12:04:44","268847","3 days, 2 hrs, 40 mins","35872.0","9 hrs, 57 mins","93472.0","1 days, 1 hrs, 57 mins","Need to unmerge  two RLQ's for patients with same name "
"Audit / IG / access investigation","CS1794930","Betsi Cadwaladr University Healthboard","4 - Low","08/06/2026 16:20:02","",,"","","","","","e-docs issue with digital photos"
"Audit / IG / access investigation","CS1794943","Health Service Executive","3 - Medium","08/06/2026 16:33:25","08/06/2026 16:35:49","144","0 days, 0 hrs, 2 mins","144.0","2 mins","144.0","2 mins","Print button greyed out"
"DAD / HL7 / interface messaging","CS1795481","Brighton And Sussex University Hospitals NHS Trust","3 - Medium","09/06/2026 13:51:18","11/06/2026 14:29:34","175096","2 days, 0 hrs, 38 mins","59896.0","16 hrs, 38 mins","175096.0","2 days, 38 mins","DAD restart on site"
"Audit / IG / access investigation","CS1795612","Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust","4 - Low","09/06/2026 15:35:07","10/06/2026 11:23:32","71305","0 days, 19 hrs, 48 mins","13705.0","3 hrs, 48 mins","71305.0","19 hrs, 48 mins","Patient Audit Request "
"DAD / HL7 / interface messaging","CS1796381","Wye Valley NHS Trust","3 - Medium","11/06/2026 07:23:19","11/06/2026 08:30:04","4005","0 days, 1 hrs, 6 mins","","","","","DAD Restart"
"Audit / IG / access investigation","CS1796468","Leeds Teaching Hospitals NHS Trust","4 - Low","11/06/2026 09:44:31","11/06/2026 11:38:09","6818","0 days, 1 hrs, 53 mins","6818.0","1 hrs, 53 mins","6818.0","1 hrs, 53 mins","EEMAC Reporting"
"Audit / IG / access investigation","CS1796483","North West Anglia NHS Foundation Trust","3 - Medium","11/06/2026 09:54:17","19/06/2026 09:08:45","688468","7 days, 23 hrs, 14 mins","29376.0","8 hrs, 9 mins","88028.0","1 days, 27 mins","Error 91 Message"
"Audit / IG / access investigation","CS1796637","Northern Care Alliance NHS Foundation Trust","3 - Medium","11/06/2026 11:23:02","12/06/2026 16:23:25","104423","1 days, 5 hrs, 0 mins","11450.0","3 hrs, 10 mins","11450.0","3 hrs, 10 mins","SCR message, automatic email alert"
"DAD / HL7 / interface messaging","CS1796671","South Tees Hospitals NHS Foundation Trust","3 - Medium","11/06/2026 11:45:52","11/06/2026 12:39:40","3228","0 days, 0 hrs, 53 mins","","","","","Restart of Symphony DAD required"
"Audit / IG / access investigation","CS1796735","Luton And Dunstable Hospital NHS Foundation Trust","3 - Medium","11/06/2026 12:23:04","11/06/2026 15:19:46","10602","0 days, 2 hrs, 56 mins","10602.0","2 hrs, 56 mins","10602.0","2 hrs, 56 mins","Failing Demographic Updates "
"Audit / IG / access investigation","CS1797375","Mid Yorkshire Teaching NHS Trust","6","12/06/2026 11:57:29","15/06/2026 16:30:05","275556","3 days, 4 hrs, 32 mins","","","","","FW: Re. Subject access request"
"Audit / IG / access investigation","CS1797384","Mid Yorkshire Teaching NHS Trust","4 - Low","12/06/2026 12:03:12","15/06/2026 16:29:33","275181","3 days, 4 hrs, 26 mins","44781.0","12 hrs, 26 mins","275181.0","3 days, 4 hrs, 26 mins","FW: Audit report for access - Morgan"
"Audit / IG / access investigation","CS1797962","Northern Lincolnshire And Goole NHS Foundation Trust","4 - Low","15/06/2026 10:48:52","02/07/2026 09:58:23","1465771","16 days, 23 hrs, 9 mins","472581.0","5 days, 11 hrs, 16 mins","904581.0","10 days, 11 hrs, 16 mins","Report to show staff activity"
"Audit / IG / access investigation","CS1797991","Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust","4 - Low","15/06/2026 11:07:13","16/06/2026 13:37:23","95410","1 days, 2 hrs, 30 mins","37810.0","10 hrs, 30 mins","95410.0","1 days, 2 hrs, 30 mins","Audit Request - access of patient record "
"Audit / IG / access investigation","CS1798076","Health Service Executive","4 - Low","15/06/2026 11:55:16","18/06/2026 10:46:53","255097","2 days, 22 hrs, 51 mins","25989.0","7 hrs, 13 mins","83589.0","23 hrs, 13 mins","Require audit report run"
"DAD / HL7 / interface messaging","CS1798125","Brighton And Sussex University Hospitals NHS Trust","3 - Medium","15/06/2026 12:30:19","18/06/2026 08:14:33","243854","2 days, 19 hrs, 44 mins","10688.0","2 hrs, 58 mins","10688.0","2 hrs, 58 mins","Panda"
"Audit / IG / access investigation","CS1798138","Tallaght University Hospital","3 - Medium","15/06/2026 12:40:15","19/06/2026 15:10:28","354613","4 days, 2 hrs, 30 mins","41594.0","11 hrs, 33 mins","99194.0","1 days, 3 hrs, 33 mins","Symphony AMAU Transfers"
"DAD / HL7 / interface messaging","CS1798826","South Tees Hospitals NHS Foundation Trust","3 - Medium","16/06/2026 11:27:54","16/06/2026 12:37:54","4200","0 days, 1 hrs, 10 mins","","","","","Restart required"
"Audit / IG / access investigation","CS1799105","Aneurin Bevan University Healthboard","3 - Medium","16/06/2026 14:50:53","07/07/2026 09:34:53","1795440","20 days, 18 hrs, 44 mins","18245.0","5 hrs, 4 mins","75845.0","21 hrs, 4 mins","Error After Installing RISP Client"
"Performance / outage / errors","CS1799308","Mid Yorkshire Teaching NHS Trust","3 - Medium","17/06/2026 09:16:54","18/06/2026 14:12:33","104139","1 days, 4 hrs, 55 mins","8129.0","2 hrs, 15 mins","8129.0","2 hrs, 15 mins","Postcode finder not working again - GBG Loqate"
"Performance / outage / errors","CS1799617","North Cumbria Integrated Care NHS Foundation Trust","3 - Medium","17/06/2026 12:44:36","18/06/2026 12:35:49","85873","0 days, 23 hrs, 51 mins","","","","","Slow performance "
"DAD / HL7 / interface messaging","CS1799950","Norfolk and Norwich University Hospitals NHS Foundation Trust","3 - Medium","18/06/2026 05:09:57","18/06/2026 10:42:29","19952","0 days, 5 hrs, 32 mins","","","","","Symphony DAD Interface will not start after Windows Updates"
"Audit / IG / access investigation","CS1800288","Health Service Executive","4 - Low","18/06/2026 12:35:39","18/06/2026 16:43:52","14893","0 days, 4 hrs, 8 mins","14893.0","4 hrs, 8 mins","14893.0","4 hrs, 8 mins","Adding ""address"" to output"
"Audit / IG / access investigation","CS1800403","Brighton And Sussex University Hospitals NHS Trust","3 - Medium","18/06/2026 14:09:33","18/06/2026 14:11:27","114","0 days, 0 hrs, 1 mins","114.0","1 mins","114.0","1 mins","Audit"
"DAD / HL7 / interface messaging","CS1800444","Swansea Bay University Health Board","3 - Medium","18/06/2026 14:34:57","18/06/2026 15:47:39","4362","0 days, 1 hrs, 12 mins","4362.0","1 hrs, 12 mins","4362.0","1 hrs, 12 mins","Omnicelle and MPI DAD messages queuing"
"Performance / outage / errors","CS1800754","Mid Yorkshire Teaching NHS Trust","3 - Medium","19/06/2026 10:12:21","19/06/2026 14:54:47","16946","0 days, 4 hrs, 42 mins","5187.0","1 hrs, 26 mins","5187.0","1 hrs, 26 mins","Postcode finder not working again"
"Audit / IG / access investigation","CS1802477","Betsi Cadwaladr University Healthboard","4 - Low","23/06/2026 15:43:27","23/06/2026 18:07:12","8625","0 days, 2 hrs, 23 mins","","","","","practice SS utilization "
"Audit / IG / access investigation","CS1802553","Northampton General Hospital NHS Trust","4 - Low","23/06/2026 16:59:50","25/06/2026 18:04:20","176670","2 days, 1 hrs, 4 mins","57610.0","16 hrs","176670.0","2 days, 1 hrs, 4 mins","Audit data request for specified patients between time period provided"
"DAD / HL7 / interface messaging","CS1802975","Kent Community Health NHS Foundation Trust","4 - Low","24/06/2026 13:27:34","30/06/2026 10:08:05","506431","5 days, 20 hrs, 40 mins","30861.0","8 hrs, 34 mins","30861.0","8 hrs, 34 mins","GP Connect error"
"DAD / HL7 / interface messaging","CS1802995","Swansea Bay University Health Board","3 - Medium","24/06/2026 13:49:29","26/06/2026 15:41:31","179522","2 days, 1 hrs, 52 mins","65076.0","18 hrs, 4 mins","176676.0","2 days, 1 hrs, 4 mins","Omnicell and MPI DAD messages queued"
"DAD / HL7 / interface messaging","CS1803006","Isle Of Wight NHS Trust","3 - Medium","24/06/2026 14:01:41","24/06/2026 14:17:49","968","0 days, 0 hrs, 16 mins","968.0","16 mins","968.0","16 mins","System slow and some sort of error message"
"Audit / IG / access investigation","CS1803228","Kent Community Health NHS Foundation Trust","3 - Medium","25/06/2026 08:22:42","30/06/2026 11:51:16","444514","5 days, 3 hrs, 28 mins","111807.0","1 days, 7 hrs, 3 mins","198207.0","2 days, 7 hrs, 3 mins","Batch printing error"
"Audit / IG / access investigation","CS1803522","Brighton And Sussex University Hospitals NHS Trust","4 - Low","25/06/2026 10:44:05","25/06/2026 11:39:05","3300","0 days, 0 hrs, 55 mins","3300.0","55 mins","3300.0","55 mins","Staff Auidtt"
"DAD / HL7 / interface messaging","CS1803612","Bedford Hospital NHS Trust","3 - Medium","25/06/2026 11:23:42","10/07/2026 05:59:29","1276547","14 days, 18 hrs, 35 mins","48904.0","13 hrs, 35 mins","106504.0","1 days, 5 hrs, 35 mins","Dischage does not go through to IPM for B074955"
"Audit / IG / access investigation","CS1804392","Luton And Dunstable Hospital NHS Foundation Trust","4 - Low","26/06/2026 10:50:17","29/06/2026 10:26:10","257753","2 days, 23 hrs, 35 mins","128153.0","1 days, 11 hrs, 35 mins","257753.0","2 days, 23 hrs, 35 mins","URGENT - New information standard for the reasonable adjustment digital flag"
"DAD / HL7 / interface messaging","CS1804644","Children's Health Ireland","4 - Low","26/06/2026 14:11:00","14/07/2026 01:09:28","1508308","17 days, 10 hrs, 58 mins","58452.0","16 hrs, 14 mins","346452.0","4 days, 14 mins","PC in UCC getting attached error message "
"Audit / IG / access investigation","CS1805158","Northern Care Alliance NHS Foundation Trust","3 - Medium","29/06/2026 10:57:36","01/07/2026 10:57:56","172820","2 days, 0 hrs, 0 mins","56357.0","15 hrs, 39 mins","171557.0","1 days, 23 hrs, 39 mins","Management plans second stage not updating the first stage"
"DAD / HL7 / interface messaging","CS1805273","Swansea Bay University Health Board","3 - Medium","29/06/2026 11:54:32","30/06/2026 08:50:51","75379","0 days, 20 hrs, 56 mins","9086.0","2 hrs, 31 mins","9086.0","2 hrs, 31 mins","MPI DAD outbound messages queuing"
"Audit / IG / access investigation","CS1805515","North West Anglia NHS Foundation Trust","4 - Low","29/06/2026 13:21:16","30/06/2026 13:31:46","87030","1 days, 0 hrs, 10 mins","13124.0","3 hrs, 38 mins","13933.0","3 hrs, 52 mins","Audit 26-08"
"Audit / IG / access investigation","CS1805790","North West Anglia NHS Foundation Trust","4 - Low","29/06/2026 16:07:47","30/06/2026 13:02:22","75275","0 days, 20 hrs, 54 mins","3209.0","53 mins","5192.0","1 hrs, 26 mins","Audit 26-09 P1"
"Audit / IG / access investigation","CS1806178","Mid Yorkshire Teaching NHS Trust","5","30/06/2026 10:48:10","01/07/2026 10:24:08","84958","0 days, 23 hrs, 35 mins","","","","","FW: majxa pt's"
"DAD / HL7 / interface messaging","CS1806209","Luton And Dunstable Hospital NHS Foundation Trust","4 - Low","30/06/2026 11:01:18","08/07/2026 13:14:19","699181","8 days, 2 hrs, 13 mins","36113.0","10 hrs, 1 mins","79313.0","22 hrs, 1 mins","There is a problem with HL7 interface between Symphony luton TEST and TIE TEST"
"Performance / outage / errors","CS1806507","North Cumbria Integrated Care NHS Foundation Trust","3 - Medium","30/06/2026 14:10:02","02/07/2026 13:17:01","169619","1 days, 23 hrs, 6 mins","","","","","Symphony performance extremely slow"
"DAD / HL7 / interface messaging","CS1806557","Aneurin Bevan University Healthboard","4 - Low","30/06/2026 14:48:40","07/07/2026 09:33:20","585880","6 days, 18 hrs, 44 mins","613.0","10 mins","613.0","10 mins","Error trying to perform batch print"
"DAD / HL7 / interface messaging","CS1806923","Swansea Bay University Health Board","3 - Medium","01/07/2026 10:00:09","01/07/2026 15:56:50","21401","0 days, 5 hrs, 56 mins","21401.0","5 hrs, 56 mins","21401.0","5 hrs, 56 mins","PMI number not created for patient"
"DAD / HL7 / interface messaging","CS1807258","North West Anglia NHS Foundation Trust","3 - Medium","01/07/2026 13:21:21","01/07/2026 14:55:42","5661","0 days, 1 hrs, 34 mins","2606.0","43 mins","2606.0","43 mins","restart dad/iis/jboss"
"Audit / IG / access investigation","CS1807322","Luton And Dunstable Hospital NHS Foundation Trust","4 - Low","01/07/2026 14:28:31","09/07/2026 16:12:04","697413","8 days, 1 hrs, 43 mins","32861.0","9 hrs, 7 mins","32861.0","9 hrs, 7 mins","Luton - Query about using Majax"
"Audit / IG / access investigation","CS1807531","Norfolk and Norwich University Hospitals NHS Foundation Trust","3 - Medium","01/07/2026 18:19:34","06/07/2026 14:54:56","419722","4 days, 20 hrs, 35 mins","78896.0","21 hrs, 54 mins","419722.0","4 days, 20 hrs, 35 mins","Full Audit of access to this patients records"
"Audit / IG / access investigation","CS1807735","Northampton General Hospital NHS Trust","3 - Medium","02/07/2026 10:28:57","16/07/2026 11:34:22","1213525","14 days, 1 hrs, 5 mins","6007.0","1 hrs, 40 mins","6007.0","1 hrs, 40 mins","Historical documents not in midas folder"
"Audit / IG / access investigation","CS1807819","Northern Lincolnshire And Goole NHS Foundation Trust","3 - Medium","02/07/2026 11:09:33","",,"","","","","","Symphony DEP Config access"
"Audit / IG / access investigation","CS1807879","Bedford Hospital NHS Trust","4 - Low","02/07/2026 11:40:27","02/07/2026 15:13:01","12754","0 days, 3 hrs, 32 mins","8396.0","2 hrs, 19 mins","8396.0","2 hrs, 19 mins","Audit request"
"DAD / HL7 / interface messaging","CS1808032","Health Service Executive","3 - Medium","02/07/2026 13:19:09","03/07/2026 11:17:34","79105","0 days, 21 hrs, 58 mins","2293.0","38 mins","2293.0","38 mins","CHB ED OUT-PATIENT: is DAD running on test?"
"Audit / IG / access investigation","CS1808325","Norfolk and Norwich University Hospitals NHS Foundation Trust","4 - Low","02/07/2026 17:38:11","06/07/2026 16:57:04","343133","3 days, 23 hrs, 18 mins","57424.0","15 hrs, 57 mins","343133.0","3 days, 23 hrs, 18 mins","Audit of access to patient record, plus any & all changes made to the record"
"Performance / outage / errors","CS1808690","Northern Lincolnshire And Goole NHS Foundation Trust","3 - Medium","03/07/2026 12:42:07","06/07/2026 11:59:09","256622","2 days, 23 hrs, 17 mins","124216.0","1 days, 10 hrs, 30 mins","253816.0","2 days, 22 hrs, 30 mins","Symphony Crashed boths sites - Multiple users"
"DAD / HL7 / interface messaging","CS1808891","South Tees Hospitals NHS Foundation Trust","3 - Medium","03/07/2026 15:39:54","06/07/2026 08:15:27","232533","2 days, 16 hrs, 35 mins","","","","","Restart Required"
