Case Number,Short Description Summary,Trend Category,Sub-Category,Confidence,Reasoning,Manual Review Required
CS1630906,10.21 LIVE - Picking Tickets Defaulting to User Who is Off,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1630950,Unable to access UAT,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1631003,Change report-time out error,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1631073,3 standalone machines have not updated,Service Requests,New Request,Medium,"Case represents a service request for creation, drug setup, or system updates.",No
CS1631088,Stock list not saving,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1631122,Unable to dispense,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or record lock issues.",No
CS1631145,case number CS1593294,Configuration & Administration,Master Data,High,"Case involves drug formulary master data, ward lookups, or drug catalogue setup.",No
CS1631232,Berkshire Daily checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1631320,Dose scheduler issue,Access & Security,Audit & Compliance,High,"Case involves Information Governance, controlled drug audit, or record viewing history.",No
CS1631445,Salford Servers SRHTPHARMAPP and SRHTPHARMAPP2 are being decommisioned,Access & Security,Audit & Compliance,High,"Case involves Information Governance, controlled drug audit, or record viewing history.",No
CS1631488,Merge patient hospital numbers,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1631752,Unable to administer (again),Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1631770,[The job failed.] SQL Server Job System: 'EHSC_StandAlone',Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1631821,What is the URL of the standalone app?,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1631860,Unable to specify time when prescribing PRN,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1631897,Berkshire Daily checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1632028,Inbound Message Queue has exceeded 100 messages,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1632043,files on the training system,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1632076,PAS interface,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1632171,Chlorhexidine Label,Configuration & Administration,Configuration Change,High,"Case involves dispensing label printing, printer configuration, forms, or templates.",No
CS1632245,Removal of old batch tracking records,Configuration & Administration,Master Data,High,"Case involves drug formulary master data, ward lookups, or drug catalogue setup.",No
CS1632301,Unable to zero losses and gains for a product with no stock,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1632320,Patient Merge,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1632648,Possible to have Show Closed Episodes ticked by default?,Service Requests,New Request,Medium,"Case represents a service request for creation, drug setup, or system updates.",No
CS1632659,Unable to load nurse orders for cardiology ward,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1632676,Drug Chart - Query,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1632708,Berkshire Daily checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1632719,Changeover of Trust PAS/EPR System,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1632990,New Asset - RJE002548,Service Requests,New Request,Medium,"Case represents a service request for creation, drug setup, or system updates.",No
CS1633015,"forgotten my security word, can you please resend?",Access & Security,Authentication,High,Security word or authentication credential reset request.,No
CS1633094,Delivery Note Setup,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1633220,Removal of Unused Terminal,Configuration & Administration,Master Data,High,"Case involves drug formulary master data, ward lookups, or drug catalogue setup.",No
CS1633301,Extra labels and free format labels,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1633335,Nurse supply request stack trace error,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1633339,ADL092C - Stores drug description potentially contains extra line,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1633371,Label Types and Kind Value,Reporting & Analytics,Reporting,High,"Case involves pharmacy SSRS reports, stock reporting, or data extraction.",No
CS1633382,Unable to add warning code to a drug file,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1633449,Berkshire Daily checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1633488,Add new PC,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1633645,Refresh connection to TIE at ESHT,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1633649,Two discontinued meds won't disappear from drug chart,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1633682,Quote for a dispensing label printer,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1633780,Nurse Admin Error,Access & Security,Audit & Compliance,High,"Case involves Information Governance, controlled drug audit, or record viewing history.",No
CS1633823,Potential locked invoices,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1633854,System.Int32 error again,Access & Security,User Access,High,"Case requests user access enablement, role assignment, pharmacist access, or permissions.",No
CS1633859,Unable to edit patient details,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1633930,Lorazepam regular locked,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1634062,[The job failed.] SQL Server Job System: 'EHSC_StandAlone',Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1634341,TEST Optum client active in ward,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1634363,Not able to print picking tickets/delivery notes,Configuration & Administration,Master Data,High,"Case involves drug formulary master data, ward lookups, or drug catalogue setup.",No
CS1634376,Unable to change printer on a desktop terminal.,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1634393,Berkshire Daily checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1634405,Invoice passed not exported to genfin. Possible stuck in exception?,Defects & Errors,Application Defect,Medium,"Case reports application defect, unexpected behaviour, or functional error.",No
CS1634451,Request to remove patient data from the UAT environment.,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
